year,artist,track,time,genre,week,rank,date
2000,"Black, Clint",Been There,05:28,Country,10,44,22/04/2000
2000,"Vassar, Phil",Carlene,04:07,Country,8,45,22/04/2000
2000,"Rogers, Kenny",Buy Me A Rose,03:46,Country,7,46,22/04/2000
2000,Black Rob,Whoa!,04:04,Rap,8,47,22/04/2000
2000,Smash Mouth,Then The Morning Comes,03:04,Rock,26,48,22/04/2000
2000,Sisqo,Thong Song,04:05,Rock,13,5,22/04/2000
2000,"Lawrence, Tracy",Lessons Learned,02:55,Country,13,50,22/04/2000
2000,Savage Garden,Crash And Burn,04:41,Rock,3,51,22/04/2000
2000,"Griggs, Andy",She's More,03:19,Country,7,52,22/04/2000
2000,Alice Deejay,Better Off Alone,06:50,Electronica,3,53,22/04/2000
2000,"Spears, Britney",From The Bottom Of My Broken Heart,04:30,Rock,13,54,22/04/2000
2000,Westlife,Swear It Again,04:07,Rock,4,55,22/04/2000
2000,"John, Elton",Someday Out Of The Blue,04:41,Rock,1,56,22/04/2000
2000,Bloodhound Gang,The Bad Touch,04:20,R&B,6,57,22/04/2000
2000,Da Brat,That's What I'm Looking For,03:44,Rap,9,58,22/04/2000
2000,Nas,You Owe Me,03:51,R&B,5,59,22/04/2000
2000,Lonestar,Amazed,04:25,Country,47,6,22/04/2000
2000,D'Angelo,Untitled (How Does It Feel),07:10,R&B,14,60,22/04/2000
2000,LFO,I Don't Wanna Kiss You Goodnight,05:00,Rock,2,61,22/04/2000
2000,"Simpson, Jessica",Where You Are,03:51,Rock,4,62,22/04/2000
2000,"Raye, Collin",Couldn't Last A Moment,03:40,Country,6,63,22/04/2000
2000,Vitamin C,Graduation (Friends Forever),04:23,Rock,2,64,22/04/2000
2000,"Walker, Clay",The Chain Of Love,05:03,Country,2,65,22/04/2000
2000,"Brock, Chad",Yes!,03:22,Country,3,66,22/04/2000
2000,"Spears, Britney",Oops!.. I Did It Again,03:30,Rock,1,67,22/04/2000
2000,3 Doors Down,Kryptonite,03:53,Rock,3,68,22/04/2000
2000,Jay-Z,Big Pimpin',03:55,Rap,1,69,22/04/2000
2000,"Gray, Macy",I Try,03:52,Rock,10,7,22/04/2000
2000,Mya,The Best Of Me,04:12,Rock,2,70,22/04/2000
2000,"Kravitz, Lenny",I Belong To You,04:17,Rock,5,71,22/04/2000
2000,"Chesney, Kenny",What I Need To Do,04:05,Country,4,72,22/04/2000
2000,"Houston, Whitney",I Learned From The Best,04:18,Rock,10,73,22/04/2000
2000,Goo Goo Dolls,Broadway,03:54,Rock,1,74,22/04/2000
2000,"Wright, Chely",It Was,03:51,R&B,8,75,22/04/2000
2000,Sugar Ray,Falls Apart,04:15,Rock,15,76,22/04/2000
2000,Jagged Edge,He Can't Love U,03:30,Rock,20,77,22/04/2000
2000,Ying Yang Twins,Whistle While You Twurk,04:19,Rap,6,78,22/04/2000
2000,"Lopez, Jennifer",Feelin' Good,04:28,Latin,10,79,22/04/2000
2000,Sonique,It Feels So Good,03:48,Rock,14,8,22/04/2000
2000,Son By Four,A Puro Dolor (Purest Of Pain),03:30,Latin,3,80,22/04/2000
2000,"Jones, Donell",Where I Wanna Be,06:22,Rock,1,81,22/04/2000
2000,"Yearwood, Trisha",Real Live Woman,03:55,Country,4,82,22/04/2000
2000,"Davidson, Clay",Unconditional,03:56,Country,5,83,22/04/2000
2000,"Wills, Mark",Back At One,04:00,Country,15,84,22/04/2000
2000,Lonestar,Smile,03:33,Country,19,85,22/04/2000
2000,"Levert, Gerald",Mr. Too Damn Good,04:06,R&B,6,86,22/04/2000
2000,Kumbia Kings,U Don't Love Me,03:50,R&B,8,87,22/04/2000
2000,Eiffel 65,Blue (Da Ba Dee),03:29,Electronica,20,88,22/04/2000
2000,"Carey, Mariah",Thank God I Found You,04:14,Rock,20,89,22/04/2000
2000,Vertical Horizon,Everything You Want,04:01,Rock,14,9,22/04/2000
2000,Hot Boys,I Need A Hot Girl,04:16,Rap,10,90,22/04/2000
2000,M2M,Mirror Mirror,03:19,Pop,4,91,22/04/2000
2000,Tamar,If You Don't Wanna Love Me,04:02,Rock,5,92,22/04/2000
2000,"Messina, Jo Dee",Because You Love Me,03:50,Country,13,93,22/04/2000
2000,"Blige, Mary J.",Give Me You,05:00,Rock,2,94,22/04/2000
2000,Anastacia,I'm Outta Love,04:01,Pop,4,95,22/04/2000
2000,Big Punisher,It's So Hard,03:25,Rap,1,96,22/04/2000
2000,Lox,"Ryde or Die, Chick",03:56,Rap,6,97,22/04/2000
2000,"Herndon, Ty",No Mercy,04:43,Country,6,98,22/04/2000
2000,Eve,Love Is Blind,03:51,Rap,16,99,22/04/2000
2000,Santana,"Maria, Maria",04:18,Rock,12,1,29/04/2000
2000,Sonique,It Feels So Good,03:48,Rock,15,10,29/04/2000
2000,Nelly,(Hot S**t) Country Grammar,04:17,Rap,1,100,29/04/2000
2000,Joe,I Wanna Know,04:57,Rock,18,11,29/04/2000
2000,"Anthony, Marc",You Sang To Me,03:50,Latin,10,13,29/04/2000
2000,Pink,There U Go,03:23,Rock,9,14,29/04/2000
2000,"Jordan, Montell",Get It On.. Tonite,04:34,Rap,28,15,29/04/2000
2000,Aaliyah,Try Again,04:03,Rock,7,16,29/04/2000
2000,"Iglesias, Enrique",Be With You,03:36,Latin,5,17,29/04/2000
2000,Third Eye Blind,Never Let You Go,03:57,Rock,15,18,29/04/2000
2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,03:54,Rock,18,19,29/04/2000
2000,"Hill, Faith",Breathe,04:04,Rap,26,2,29/04/2000
2000,"Dixie Chicks, The",Goodbye Earl,04:19,Country,7,20,29/04/2000
2000,Kid Rock,Only God Knows Why,05:27,Rock,11,21,29/04/2000
2000,Hanson,This Time Around,04:14,Country,2,22,29/04/2000
2000,Creed,Higher,05:16,Rock,34,23,29/04/2000
2000,Savage Garden,I Knew I Loved You,04:07,Rock,28,24,29/04/2000
2000,504 Boyz,Wobble Wobble,03:35,Rap,3,25,29/04/2000
2000,"Dion, Celine",That's The Way It Is,04:03,Rock,25,26,29/04/2000
2000,DMX,Party Up (Up In Here),03:45,Rap,10,27,29/04/2000
2000,"Thomas, Carl",I Wish,03:50,Rock,6,28,29/04/2000
2000,Red Hot Chili Peppers,Otherside,04:13,Rock,12,29,29/04/2000
2000,"Braxton, Toni",He Wasn't Man Enough,04:21,Rock,7,3,29/04/2000
2000,"Aguilera, Christina",I Turn To You,04:00,Rock,3,30,29/04/2000
2000,Blaque,Bring It All To Me,03:46,Pop,28,32,29/04/2000
2000,"Strait, George",The Best Day,03:24,Country,14,33,29/04/2000
2000,Dr. Dre,Forgot About Dre,03:42,Rap,15,34,29/04/2000
2000,"Keith, Toby",How Do You Like Me Now?!,03:29,Country,14,35,29/04/2000
2000,Savage Garden,Crash And Burn,04:41,Rock,4,36,29/04/2000
2000,Mary Mary,Shackles (Praise You),03:12,Rock,6,37,29/04/2000
2000,"Spears, Britney",Oops!.. I Did It Again,03:30,Rock,2,38,29/04/2000
2000,"Aguilera, Christina",What A Girl Wants,03:18,Rock,23,39,29/04/2000
2000,Sisqo,Thong Song,04:05,Rock,14,4,29/04/2000
2000,Blink-182,All The Small Things,02:52,Rock,22,41,29/04/2000
2000,"Rogers, Kenny",Buy Me A Rose,03:46,Country,8,43,29/04/2000
2000,"Black, Clint",Been There,05:28,Country,11,44,29/04/2000
2000,"Vassar, Phil",Carlene,04:07,Country,9,45,29/04/2000
2000,Sammie,I Like It,04:09,Rock,14,46,29/04/2000
2000,Black Rob,Whoa!,04:04,Rap,9,47,29/04/2000
2000,Alice Deejay,Better Off Alone,06:50,Electronica,4,48,29/04/2000
2000,Aaliyah,I Don't Wanna,04:15,Rock,14,49,29/04/2000
2000,Destiny's Child,Say My Name,04:31,Rock,19,5,29/04/2000
2000,"McBride, Martina",Love's The Only House,05:13,Country,13,50,29/04/2000
2000,"Griggs, Andy",She's More,03:19,Country,8,51,29/04/2000
2000,Jay-Z,Big Pimpin',03:55,Rap,2,52,29/04/2000
2000,Hoku,Another Dumb Blonde,03:47,Pop,11,53,29/04/2000
2000,Vitamin C,Graduation (Friends Forever),04:23,Rock,3,54,29/04/2000
2000,Westlife,Swear It Again,04:07,Rock,5,55,29/04/2000
2000,"John, Elton",Someday Out Of The Blue,04:41,Rock,2,56,29/04/2000
2000,"Walker, Clay",The Chain Of Love,05:03,Country,3,57,29/04/2000
2000,Goo Goo Dolls,Broadway,03:54,Rock,2,58,29/04/2000
2000,Nas,You Owe Me,03:51,R&B,6,59,29/04/2000
2000,N'Sync,Bye Bye Bye,03:15,Rock,14,6,29/04/2000
2000,matchbox twenty,Bent,04:12,Rock,1,60,29/04/2000
2000,"Brock, Chad",Yes!,03:22,Country,4,61,29/04/2000
2000,Avant,Separated,04:13,Rock,1,62,29/04/2000
2000,"Raye, Collin",Couldn't Last A Moment,03:40,Country,7,63,29/04/2000
2000,"Spears, Britney",From The Bottom Of My Broken Heart,04:30,Rock,14,64,29/04/2000
2000,Mya,The Best Of Me,04:12,Rock,3,65,29/04/2000
2000,"Lawrence, Tracy",Lessons Learned,02:55,Country,14,66,29/04/2000
2000,3 Doors Down,Kryptonite,03:53,Rock,4,67,29/04/2000
2000,LFO,I Don't Wanna Kiss You Goodnight,05:00,Rock,3,68,29/04/2000
2000,"Chesney, Kenny",What I Need To Do,04:05,Country,5,69,29/04/2000
2000,"Gray, Macy",I Try,03:52,Rock,11,7,29/04/2000
2000,Da Brat,That's What I'm Looking For,03:44,Rap,10,70,29/04/2000
2000,"Jones, Donell",Where I Wanna Be,06:22,Rock,2,71,29/04/2000
2000,Bloodhound Gang,The Bad Touch,04:20,R&B,7,72,29/04/2000
2000,D'Angelo,Untitled (How Does It Feel),07:10,R&B,15,73,29/04/2000
2000,Ying Yang Twins,Whistle While You Twurk,04:19,Rap,7,74,29/04/2000
2000,M2M,Mirror Mirror,03:19,Pop,5,75,29/04/2000
2000,"Simpson, Jessica",Where You Are,03:51,Rock,5,76,29/04/2000
2000,"Blige, Mary J.",Give Me You,05:00,Rock,3,77,29/04/2000
2000,"Davidson, Clay",Unconditional,03:56,Country,6,78,29/04/2000
2000,Son By Four,A Puro Dolor (Purest Of Pain),03:30,Latin,4,79,29/04/2000
2000,Lonestar,Amazed,04:25,Country,48,8,29/04/2000
2000,Sugar Ray,Falls Apart,04:15,Rock,16,80,29/04/2000
2000,"Yearwood, Trisha",Real Live Woman,03:55,Country,5,81,29/04/2000
2000,"Houston, Whitney",I Learned From The Best,04:18,Rock,11,82,29/04/2000
2000,"Kravitz, Lenny",I Belong To You,04:17,Rock,6,83,29/04/2000
2000,"Adkins, Trace",More,03:05,Country,1,84,29/04/2000
2000,"Wright, Chely",It Was,03:51,R&B,9,85,29/04/2000
2000,Yankee Grey,Another Nine Minutes,03:10,Country,1,86,29/04/2000
2000,Big Punisher,It's So Hard,03:25,Rap,2,87,29/04/2000
2000,"Levert, Gerald",Mr. Too Damn Good,04:06,R&B,7,88,29/04/2000
2000,Kumbia Kings,U Don't Love Me,03:50,R&B,9,89,29/04/2000
2000,Vertical Horizon,Everything You Want,04:01,Rock,15,9,29/04/2000
2000,"Wills, Mark",Back At One,04:00,Country,16,90,29/04/2000
2000,Lonestar,Smile,03:33,Country,20,91,29/04/2000
2000,Hot Boys,I Need A Hot Girl,04:16,Rap,11,92,29/04/2000
2000,Tamar,If You Don't Wanna Love Me,04:02,Rock,6,93,29/04/2000
2000,"Herndon, Ty",No Mercy,04:43,Country,7,94,29/04/2000
2000,"Heatherly, Eric",Flowers On The Wall,03:16,Country,1,95,29/04/2000
2000,"Lopez, Jennifer",Feelin' Good,04:28,Latin,11,96,29/04/2000
2000,Lox,"Ryde or Die, Chick",03:56,Rap,7,97,29/04/2000
2000,Drama,"Left, Right, Left",03:37,Rap,12,98,29/04/2000
2000,BBMak,Back Here,03:35,Rock,1,99,29/04/2000
2000,Santana,"Maria, Maria",04:18,Rock,13,1,06/05/2000
2000,Sonique,It Feels So Good,03:48,Rock,16,10,06/05/2000
2000,Kumbia Kings,U Don't Love Me,03:50,R&B,10,100,06/05/2000
2000,Joe,I Wanna Know,04:57,Rock,19,11,06/05/2000
2000,"Iglesias, Enrique",Be With You,03:36,Latin,6,12,06/05/2000
2000,"Anthony, Marc",You Sang To Me,03:50,Latin,11,13,06/05/2000
2000,Aaliyah,Try Again,04:03,Rock,8,14,06/05/2000
2000,Pink,There U Go,03:23,Rock,10,15,06/05/2000
2000,504 Boyz,Wobble Wobble,03:35,Rap,4,17,06/05/2000
2000,"Jordan, Montell",Get It On.. Tonite,04:34,Rap,29,18,06/05/2000
2000,"Dixie Chicks, The",Goodbye Earl,04:19,Country,8,19,06/05/2000
2000,"Braxton, Toni",He Wasn't Man Enough,04:21,Rock,8,2,06/05/2000
2000,Hanson,This Time Around,04:14,Country,3,20,06/05/2000
2000,Third Eye Blind,Never Let You Go,03:57,Rock,16,21,06/05/2000
2000,Creed,Higher,05:16,Rock,35,22,06/05/2000
2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,03:54,Rock,19,23,06/05/2000
2000,"Thomas, Carl",I Wish,03:50,Rock,7,24,06/05/2000
2000,Kid Rock,Only God Knows Why,05:27,Rock,12,25,06/05/2000
2000,"Spears, Britney",Oops!.. I Did It Again,03:30,Rock,3,26,06/05/2000
2000,DMX,Party Up (Up In Here),03:45,Rap,11,27,06/05/2000
2000,"Aguilera, Christina",I Turn To You,04:00,Rock,4,28,06/05/2000
2000,Red Hot Chili Peppers,Otherside,04:13,Rock,13,29,06/05/2000
2000,"Hill, Faith",Breathe,04:04,Rap,27,3,06/05/2000
2000,Savage Garden,I Knew I Loved You,04:07,Rock,29,30,06/05/2000
2000,"Dion, Celine",That's The Way It Is,04:03,Rock,26,31,06/05/2000
2000,Avant,Separated,04:13,Rock,2,32,06/05/2000
2000,Savage Garden,Crash And Burn,04:41,Rock,5,33,06/05/2000
2000,Mary Mary,Shackles (Praise You),03:12,Rock,7,34,06/05/2000
2000,"Strait, George",The Best Day,03:24,Country,15,36,06/05/2000
2000,matchbox twenty,Bent,04:12,Rock,2,37,06/05/2000
2000,"Keith, Toby",How Do You Like Me Now?!,03:29,Country,15,38,06/05/2000
2000,Jay-Z,Big Pimpin',03:55,Rap,3,39,06/05/2000
2000,Sisqo,Thong Song,04:05,Rock,15,4,06/05/2000
2000,"Rogers, Kenny",Buy Me A Rose,03:46,Country,9,40,06/05/2000
2000,Blaque,Bring It All To Me,03:46,Pop,29,42,06/05/2000
2000,Blink-182,All The Small Things,02:52,Rock,23,43,06/05/2000
2000,"Aguilera, Christina",What A Girl Wants,03:18,Rock,24,44,06/05/2000
2000,Alice Deejay,Better Off Alone,06:50,Electronica,5,45,06/05/2000
2000,Westlife,Swear It Again,04:07,Rock,6,46,06/05/2000
2000,Dr. Dre,Forgot About Dre,03:42,Rap,16,47,06/05/2000
2000,"John, Elton",Someday Out Of The Blue,04:41,Rock,3,49,06/05/2000
2000,Destiny's Child,Say My Name,04:31,Rock,20,5,06/05/2000
2000,"Vassar, Phil",Carlene,04:07,Country,10,50,06/05/2000
2000,"Griggs, Andy",She's More,03:19,Country,9,51,06/05/2000
2000,Sammie,I Like It,04:09,Rock,15,52,06/05/2000
2000,Goo Goo Dolls,Broadway,03:54,Rock,3,53,06/05/2000
2000,Vitamin C,Graduation (Friends Forever),04:23,Rock,4,54,06/05/2000
2000,"Black, Clint",Been There,05:28,Country,12,55,06/05/2000
2000,Hoku,Another Dumb Blonde,03:47,Pop,12,56,06/05/2000
2000,"Walker, Clay",The Chain Of Love,05:03,Country,4,57,06/05/2000
2000,Black Rob,Whoa!,04:04,Rap,10,58,06/05/2000
2000,"Brock, Chad",Yes!,03:22,Country,5,59,06/05/2000
2000,N'Sync,Bye Bye Bye,03:15,Rock,15,6,06/05/2000
2000,"McBride, Martina",Love's The Only House,05:13,Country,14,60,06/05/2000
2000,Aaliyah,I Don't Wanna,04:15,Rock,15,61,06/05/2000
2000,Mya,The Best Of Me,04:12,Rock,4,62,06/05/2000
2000,"Raye, Collin",Couldn't Last A Moment,03:40,Country,8,63,06/05/2000
2000,"Spears, Britney",From The Bottom Of My Broken Heart,04:30,Rock,15,64,06/05/2000
2000,"Jones, Donell",Where I Wanna Be,06:22,Rock,3,65,06/05/2000
2000,3 Doors Down,Kryptonite,03:53,Rock,5,66,06/05/2000
2000,Nas,You Owe Me,03:51,R&B,7,67,06/05/2000
2000,M2M,Mirror Mirror,03:19,Pop,6,68,06/05/2000
2000,"Chesney, Kenny",What I Need To Do,04:05,Country,6,69,06/05/2000
2000,"Gray, Macy",I Try,03:52,Rock,12,7,06/05/2000
2000,Eminem,The Real Slim Shady,04:42,Rap,1,70,06/05/2000
2000,Da Brat,That's What I'm Looking For,03:44,Rap,11,71,06/05/2000
2000,Son By Four,A Puro Dolor (Purest Of Pain),03:30,Latin,5,72,06/05/2000
2000,LFO,I Don't Wanna Kiss You Goodnight,05:00,Rock,4,73,06/05/2000
2000,"Davidson, Clay",Unconditional,03:56,Country,7,74,06/05/2000
2000,Big Punisher,It's So Hard,03:25,Rap,3,75,06/05/2000
2000,"Blige, Mary J.",Give Me You,05:00,Rock,4,76,06/05/2000
2000,Jagged Edge,Let's Get Married,04:23,Rock,1,77,06/05/2000
2000,Ying Yang Twins,Whistle While You Twurk,04:19,Rap,8,78,06/05/2000
2000,D'Angelo,Untitled (How Does It Feel),07:10,R&B,16,79,06/05/2000
2000,Vertical Horizon,Everything You Want,04:01,Rock,16,8,06/05/2000
2000,Bloodhound Gang,The Bad Touch,04:20,R&B,8,80,06/05/2000
2000,"Lawrence, Tracy",Lessons Learned,02:55,Country,15,81,06/05/2000
2000,N'Sync,It's Gonna Be Me,03:10,Rock,1,82,06/05/2000
2000,Yankee Grey,Another Nine Minutes,03:10,Country,2,83,06/05/2000
2000,"Adkins, Trace",More,03:05,Country,2,84,06/05/2000
2000,Nine Days,Absolutely (Story Of A Girl),03:09,Rock,1,85,06/05/2000
2000,BBMak,Back Here,03:35,Rock,2,86,06/05/2000
2000,Rascal Flatts,Prayin' For Daylight,03:36,Country,1,87,06/05/2000
2000,"Heatherly, Eric",Flowers On The Wall,03:16,Country,2,88,06/05/2000
2000,Sugar Ray,Falls Apart,04:15,Rock,17,89,06/05/2000
2000,Lonestar,Amazed,04:25,Country,49,9,06/05/2000
2000,"Kravitz, Lenny",I Belong To You,04:17,Rock,7,90,06/05/2000
2000,"Yearwood, Trisha",Real Live Woman,03:55,Country,6,91,06/05/2000
2000,"Herndon, Ty",No Mercy,04:43,Country,8,92,06/05/2000
2000,"Simpson, Jessica",Where You Are,03:51,Rock,6,93,06/05/2000
2000,"Wills, Mark",Back At One,04:00,Country,17,94,06/05/2000
2000,Hot Boys,I Need A Hot Girl,04:16,Rap,12,95,06/05/2000
2000,Drama,"Left, Right, Left",03:37,Rap,13,96,06/05/2000
2000,"Levert, Gerald",Mr. Too Damn Good,04:06,R&B,8,97,06/05/2000
2000,"Wright, Chely",It Was,03:51,R&B,10,98,06/05/2000
2000,Nelly,(Hot S**t) Country Grammar,04:17,Rap,2,99,06/05/2000
2000,Santana,"Maria, Maria",04:18,Rock,14,1,13/05/2000
2000,Lonestar,Amazed,04:25,Country,50,10,13/05/2000
2000,Hot Boys,I Need A Hot Girl,04:16,Rap,13,100,13/05/2000
2000,Sonique,It Feels So Good,03:48,Rock,17,11,13/05/2000
2000,Aaliyah,Try Again,04:03,Rock,9,12,13/05/2000
2000,"Anthony, Marc",You Sang To Me,03:50,Latin,12,13,13/05/2000
2000,Joe,I Wanna Know,04:57,Rock,20,14,13/05/2000
2000,Pink,There U Go,03:23,Rock,11,15,13/05/2000
2000,Creed,Higher,05:16,Rock,36,16,13/05/2000
2000,504 Boyz,Wobble Wobble,03:35,Rap,5,17,13/05/2000
2000,"Spears, Britney",Oops!.. I Did It Again,03:30,Rock,4,19,13/05/2000
2000,"Braxton, Toni",He Wasn't Man Enough,04:21,Rock,9,2,13/05/2000
2000,"Thomas, Carl",I Wish,03:50,Rock,8,20,13/05/2000
2000,"Aguilera, Christina",I Turn To You,04:00,Rock,5,21,13/05/2000
2000,Third Eye Blind,Never Let You Go,03:57,Rock,17,22,13/05/2000
2000,"Jordan, Montell",Get It On.. Tonite,04:34,Rap,30,23,13/05/2000
2000,Red Hot Chili Peppers,Otherside,04:13,Rock,14,24,13/05/2000
2000,Kid Rock,Only God Knows Why,05:27,Rock,13,25,13/05/2000
2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,03:54,Rock,20,26,13/05/2000
2000,DMX,Party Up (Up In Here),03:45,Rap,12,27,13/05/2000
2000,Mary Mary,Shackles (Praise You),03:12,Rock,8,28,13/05/2000
2000,matchbox twenty,Bent,04:12,Rock,3,29,13/05/2000
2000,"Hill, Faith",Breathe,04:04,Rap,28,3,13/05/2000
2000,Avant,Separated,04:13,Rock,3,30,13/05/2000
2000,Savage Garden,Crash And Burn,04:41,Rock,6,31,13/05/2000
2000,Eminem,The Real Slim Shady,04:42,Rap,2,32,13/05/2000
2000,Jay-Z,Big Pimpin',03:55,Rap,4,33,13/05/2000
2000,Savage Garden,I Knew I Loved You,04:07,Rock,30,34,13/05/2000
2000,"Dion, Celine",That's The Way It Is,04:03,Rock,27,35,13/05/2000
2000,Alice Deejay,Better Off Alone,06:50,Electronica,6,36,13/05/2000
2000,"Dixie Chicks, The",Goodbye Earl,04:19,Country,9,38,13/05/2000
2000,"Strait, George",The Best Day,03:24,Country,16,39,13/05/2000
2000,Sisqo,Thong Song,04:05,Rock,16,4,13/05/2000
2000,"Rogers, Kenny",Buy Me A Rose,03:46,Country,10,40,13/05/2000
2000,Goo Goo Dolls,Broadway,03:54,Rock,4,42,13/05/2000
2000,"Keith, Toby",How Do You Like Me Now?!,03:29,Country,16,43,13/05/2000
2000,Westlife,Swear It Again,04:07,Rock,7,44,13/05/2000
2000,Hanson,This Time Around,04:14,Country,4,45,13/05/2000
2000,Vitamin C,Graduation (Friends Forever),04:23,Rock,5,46,13/05/2000
2000,"Brock, Chad",Yes!,03:22,Country,6,47,13/05/2000
2000,"Griggs, Andy",She's More,03:19,Country,10,48,13/05/2000
2000,Pearl Jam,Nothing As It Seems,05:20,Rock,1,49,13/05/2000
2000,Destiny's Child,Say My Name,04:31,Rock,21,5,13/05/2000
2000,"Jones, Donell",Where I Wanna Be,06:22,Rock,4,50,13/05/2000
2000,"Walker, Clay",The Chain Of Love,05:03,Country,5,51,13/05/2000
2000,"Vassar, Phil",Carlene,04:07,Country,11,52,13/05/2000
2000,"Black, Clint",Been There,05:28,Country,13,53,13/05/2000
2000,Black Rob,Whoa!,04:04,Rap,11,54,13/05/2000
2000,Mya,The Best Of Me,04:12,Rock,5,55,13/05/2000
2000,"Raye, Collin",Couldn't Last A Moment,03:40,Country,9,56,13/05/2000
2000,3 Doors Down,Kryptonite,03:53,Rock,6,57,13/05/2000
2000,Dr. Dre,Forgot About Dre,03:42,Rap,17,58,13/05/2000
2000,"John, Elton",Someday Out Of The Blue,04:41,Rock,4,59,13/05/2000
2000,"Gray, Macy",I Try,03:52,Rock,13,6,13/05/2000
2000,BBMak,Back Here,03:35,Rock,3,60,13/05/2000
2000,Sammie,I Like It,04:09,Rock,16,61,13/05/2000
2000,"Chesney, Kenny",What I Need To Do,04:05,Country,7,62,13/05/2000
2000,Aaliyah,I Don't Wanna,04:15,Rock,16,63,13/05/2000
2000,"McBride, Martina",Love's The Only House,05:13,Country,15,64,13/05/2000
2000,M2M,Mirror Mirror,03:19,Pop,7,65,13/05/2000
2000,Jagged Edge,Let's Get Married,04:23,Rock,2,66,13/05/2000
2000,Nas,You Owe Me,03:51,R&B,8,67,13/05/2000
2000,"Blige, Mary J.",Give Me You,05:00,Rock,5,68,13/05/2000
2000,"Davidson, Clay",Unconditional,03:56,Country,8,69,13/05/2000
2000,N'Sync,Bye Bye Bye,03:15,Rock,16,7,13/05/2000
2000,N'Sync,It's Gonna Be Me,03:10,Rock,2,70,13/05/2000
2000,Nine Days,Absolutely (Story Of A Girl),03:09,Rock,2,71,13/05/2000
2000,Da Brat,That's What I'm Looking For,03:44,Rap,12,72,13/05/2000
2000,Son By Four,A Puro Dolor (Purest Of Pain),03:30,Latin,6,73,13/05/2000
2000,Destiny's Child,Jumpin' Jumpin',03:48,Rock,1,74,13/05/2000
2000,"Adkins, Trace",More,03:05,Country,3,75,13/05/2000
2000,"McGraw, Tim",Some Things Never Change,03:56,Country,1,76,13/05/2000
2000,Yankee Grey,Another Nine Minutes,03:10,Country,3,77,13/05/2000
2000,Rascal Flatts,Prayin' For Daylight,03:36,Country,2,78,13/05/2000
2000,Big Punisher,It's So Hard,03:25,Rap,4,79,13/05/2000
2000,Vertical Horizon,Everything You Want,04:01,Rock,17,8,13/05/2000
2000,Hoku,Another Dumb Blonde,03:47,Pop,13,80,13/05/2000
2000,"Spears, Britney",From The Bottom Of My Broken Heart,04:30,Rock,16,81,13/05/2000
2000,Bloodhound Gang,The Bad Touch,04:20,R&B,9,82,13/05/2000
2000,Creed,With Arms Wide Open,03:52,Rock,1,84,13/05/2000
2000,Ying Yang Twins,Whistle While You Twurk,04:19,Rap,9,85,13/05/2000
2000,Metallica,I Disappear,04:26,Rock,1,86,13/05/2000
2000,"Paisley, Brad",Me Neither,03:19,Country,1,87,13/05/2000
2000,"Heatherly, Eric",Flowers On The Wall,03:16,Country,3,88,13/05/2000
2000,"McEntire, Reba",I'll Be,04:23,Country,1,89,13/05/2000
2000,"Iglesias, Enrique",Be With You,03:36,Latin,7,9,13/05/2000
2000,"Kravitz, Lenny",I Belong To You,04:17,Rock,8,90,13/05/2000
2000,LFO,I Don't Wanna Kiss You Goodnight,05:00,Rock,5,91,13/05/2000
2000,"Price, Kelly",Love Sets You Free,03:46,Rock,1,92,13/05/2000
2000,"Lawrence, Tracy",Lessons Learned,02:55,Country,16,93,13/05/2000
2000,D'Angelo,Untitled (How Does It Feel),07:10,R&B,17,94,13/05/2000
2000,"Herndon, Ty",No Mercy,04:43,Country,9,95,13/05/2000
2000,Nelly,(Hot S**t) Country Grammar,04:17,Rap,3,96,13/05/2000
2000,Sugar Ray,Falls Apart,04:15,Rock,18,97,13/05/2000
2000,Sting,Desert Rose,03:52,Rock,1,98,13/05/2000
2000,"Wills, Mark",Back At One,04:00,Country,18,99,13/05/2000
2000,Santana,"Maria, Maria",04:18,Rock,15,1,20/05/2000
2000,Aaliyah,Try Again,04:03,Rock,10,10,20/05/2000
2000,Hoku,Another Dumb Blonde,03:47,Pop,14,100,20/05/2000
2000,Joe,I Wanna Know,04:57,Rock,21,11,20/05/2000
2000,Lonestar,Amazed,04:25,Country,51,12,20/05/2000
2000,"Anthony, Marc",You Sang To Me,03:50,Latin,13,13,20/05/2000
